hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y_Mcr_u_eq
1000,500,22.22,750,54.47,1000,68.95,0.5,8000,95395.79927
1000,500,15.38,750,21.32,1000,65.26,-1,20000,33171.67518
600,171.43,8,600,45.79,600,34.74,0.5,20400,6232.933467
400,800,4.85,800,34.53,600,12.63,0.75,16000,8945.570292
150,300,4.62,225,13.86,225,4.74,-1,8400,264.4085356
100,300,2.4,75,2.4,150,5.37,-0.25,2400,25.7820826
333.33,500,2.86,500,16.05,125,2.86,-0.25,18000,868.822484
900,257.14,8.57,225,13.86,675,39.08,0.25,16200,2175.474949
600,150,17.14,300,17.14,600,17.14,0,3600,7234.801091
800,266.67,22.86,800,22.86,400,24.63,0,22400,5987.687817
600,240,17.14,300,17.14,150,17.14,0.5,10800,628.8225265
600,600,3.87,300,10.74,150,7.58,0.5,16800,163.1063214
800,266.67,3.14,200,15.26,200,13.05,-0.75,32000,110.211892
266.67,400,1.36,200,10.11,100,6.16,1,5600,160.1041441
450,900,4.39,450,34.34,675,31.62,0.25,12600,6048.322716
500,125,1.96,375,28.62,250,7.11,0,7000,4650.851163
600,400,8,600,10.42,600,17.05,1,18000,833.8087155
600,150,5.22,300,10.74,300,24,0.25,8400,948.9878175
900,300,7.83,450,34.34,900,42.16,-0.25,7200,28104.36246
600,600,6.32,450,11.13,300,8.53,0.25,4800,6598.403128
266.67,400,4.71,100,4.71,200,13.05,0,10400,55.37702229
400,160,16,200,16,200,16,0.25,15200,198.3538587
200,600,4.14,300,18.47,450,4.5,-0.5,19200,437.7183984
233.33,700,9.33,350,18.97,525,38.13,0,14000,3236.601483
800,266.67,6.4,600,30.32,400,9.89,-0.75,9600,8574.760911
600,240,1.97,300,22.89,450,16.11,0,2400,16988.46918
400,100,2.76,100,8,300,11.84,1,3200,141.9955223
175,700,2.86,525,18.79,700,19.89,1,8400,4185.804425
400,200,2.76,100,2.76,100,5.42,0,8800,7.352914326
400,114.29,7.27,100,7.27,300,9.63,1,12000,38.86407624
1000,333.33,4.88,750,18.55,250,5.26,-0.25,12000,11073.23612
320,800,22.86,200,22.86,800,61.05,0.75,11200,10098.89627
200,800,14.55,200,15.26,600,25.89,-0.5,19200,1750.151621
900,225,7.2,675,49.03,450,22.74,0.25,34200,4980.480916
150,300,1.02,150,10.89,150,11.45,-0.25,9600,88.4549444
900,450,3.53,900,18.95,225,10.54,0.75,9000,17666.51996
800,400,2.71,200,2.71,400,24.63,-0.75,14400,439.5594592
400,160,7.27,300,16.26,400,14.32,-0.75,7200,2120.181936
300,200,1.02,300,8.53,300,16.26,-0.25,11400,411.8505349
285.71,1000,4.44,500,27.11,750,48.95,0.25,6000,25790.73866
300,200,2.22,225,8.88,300,10.74,0.75,12000,93.01229318
900,257.14,3.05,225,16.34,900,52.11,-1,16200,7737.203945
500,500,3.7,250,17.24,250,15.39,0.75,19000,163.3552897
166.67,500,1.89,250,11.71,250,13.55,-1,11000,410.2450167
800,320,5.16,200,13.79,400,12.84,-1,16000,351.8027474
1000,285.71,4.26,750,46.18,1000,50.53,0.5,10000,47278.3504
800,800,5.52,400,8.42,800,22.74,-0.75,27200,1136.545597
360,900,5.81,450,24.39,225,5.81,-0.5,19800,1268.11974
225,900,7.83,900,58.74,450,34.34,0.75,34200,8576.622857
900,257.14,3.27,450,9.47,225,12.2,-0.5,10800,1675.758612
700,175,2.55,700,37.95,175,2.55,0.75,14000,6101.679223
266.67,800,4.1,600,34.74,800,46.32,-0.25,16000,15718.17668
600,600,2.45,450,32.68,150,5.37,0.5,22800,1281.054315
666.67,1000,3.28,500,38.16,750,60,-0.5,12000,25665.08062
120,300,1.02,75,3.79,75,1.02,1,4200,3.575057917
114.29,400,5.33,300,17.37,100,5.33,0,15200,266.2430823
700,700,4,175,4,525,24.59,0.5,12600,452.940134
200,500,3.23,125,3.55,125,4.47,0.75,13000,5.086146468
1000,666.67,6.06,250,11.71,500,6.84,0.25,26000,114.6576004
900,900,6.21,675,11.72,675,54,1,10800,8251.38208
600,900,4,225,14.68,675,49.03,-0.5,32400,3508.997162
500,200,2.44,250,3.42,250,14.47,-0.25,14000,129.3420375
800,800,3.56,200,5.68,200,3.56,-0.25,17600,50.2825276
266.67,800,8.42,600,21.47,600,8.42,-1,17600,3029.703083
233.33,700,9.33,700,40.53,700,48.26,-0.5,19600,17338.10026
400,160,2.42,200,7.16,100,7.63,0.25,11200,51.77522744
600,200,2.45,150,2.45,150,12,0.75,24000,10.50367203
300,75,4,300,15.16,300,6.32,0.25,9600,428.6331933
700,700,5.6,175,11.42,175,9.49,-0.25,14000,122.1288655
500,333.33,1.64,375,28.62,125,1.64,1,16000,700.4451483
533.33,800,17.78,800,46.32,400,24.63,-0.25,32000,9364.619431
285.71,1000,8.7,500,32.63,750,15.79,1,28000,1351.979307
300,200,1.28,300,5.21,225,8.05,1,6000,179.750755
500,333.33,9.09,250,18.16,125,9.09,-0.5,1000,13450.85277
900,300,3.27,225,3.91,675,36.59,0.75,36000,938.7949889
600,300,10.91,150,10.91,600,10.91,1,20400,109.8426045
200,700,12.73,700,53.42,175,12.73,-0.75,8400,13850.09488
280,700,3.41,525,16.86,700,9.58,0.25,5600,10408.38791
250,1000,6.06,250,12.63,500,25.26,-0.5,36000,625.0334016
800,320,32,200,32,600,32,-0.5,8000,5314.249386
900,900,7.2,900,18.95,900,48.79,0.75,23400,8026.663205
500,500,7.69,375,27.24,375,7.89,0.25,6000,5760.881322
300,150,3.16,300,12.95,225,13.86,-0.5,11400,560.3178745
500,500,2.86,500,19.74,375,10.66,0.75,18000,953.4531228
900,900,4.86,450,24.39,900,48.79,-0.75,23400,8537.983231
266.67,400,1.7,200,10.11,300,4.11,-0.5,15200,87.64407468
800,266.67,8.42,200,16,200,13.05,-0.75,19200,237.1534345
700,175,5.6,175,5.6,175,8.2,0.75,4200,161.7946172
1000,1000,10.53,500,14.21,250,15.39,0.75,40000,310.7418966
533.33,800,8.42,400,24.63,200,11.58,0.75,4800,8286.851101
533.33,800,2.81,400,23.16,600,36.95,-0.5,8000,10741.07178
200,700,4.24,525,12.99,175,8.84,0.25,22400,406.9569503
700,200,5.6,175,12.71,175,5.62,0.5,1400,3162.097594
333.33,500,20,500,20,375,30,0.75,3000,22777.01574
166.67,500,2.86,500,38.16,250,8.95,0.5,11000,4271.437115
400,400,1.31,200,14.53,100,7.26,0.5,5600,380.7393164
400,200,1.78,200,4.95,100,4.32,0,12800,30.60021218
400,160,1.86,200,13.05,300,19.58,-0.75,7200,851.4494776
400,266.67,2.58,300,14.05,200,6.42,1,12000,205.8782258
300,300,1.62,150,7.03,75,1.62,0.25,4800,80.17414994
240,600,3.43,450,7.82,450,11.13,0.75,24000,168.3571736
160,400,6.15,300,21.79,200,6.15,0.5,9600,611.1090416
285.71,1000,4.44,500,23.42,1000,50.53,-0.75,24000,17513.8555
1000,400,18.18,250,18.18,250,18.18,-0.25,18000,632.3037446
700,700,2.3,700,9.58,700,30.21,0.5,25200,1699.943575
300,75,1.46,150,8.13,225,2.25,0.75,3600,99.20470432
700,200,28,350,28,700,37.95,-0.75,11200,9368.346158
800,320,8.42,600,45.79,600,14.84,0.5,27200,3846.801191
1000,666.67,4.08,250,15.39,500,8.68,-0.25,34000,151.7510842
600,900,4.19,675,19.18,675,19.18,0.25,25200,2327.82553
285.71,1000,4.88,500,21.58,250,20,-0.25,38000,697.9142921
700,200,4.83,700,50.84,175,4.83,-0.25,23800,11602.74333
600,900,7.83,225,10.54,900,45.47,-0.5,27000,5390.648654
125,500,1.96,375,10.66,125,8.62,0.75,20000,108.7091285
700,233.33,2.86,525,16.86,350,22.84,-0.75,12600,4185.877946
1000,1000,4.26,1000,50.53,500,34.47,0.75,10000,98462.55207
600,600,3.87,300,10.74,600,21.47,0,22800,550.5826286
800,800,4.85,800,19.79,600,17.05,-1,30400,3222.524561
500,200,3.7,375,30,375,5.13,0,13000,2036.375841
600,150,7.06,300,7.06,450,14.45,0.25,14400,297.4667498
333.33,1000,8.7,250,8.7,250,8.7,-0.25,12000,253.2992276
142.86,500,1.89,125,8.62,125,7.24,0.5,14000,14.99985969
250,500,7.69,250,11.71,375,17.57,-1,3000,5360.670462
500,142.86,20,500,25.26,375,20.33,-0.75,8000,9812.250614
466.67,700,4.52,525,32.33,525,14.92,-0.75,25200,3326.642516
285.71,1000,22.22,250,22.22,500,25.26,0.25,2000,15657.12583
700,233.33,8.24,525,9.12,175,12.71,0.75,16800,444.9501964
900,900,3.27,450,4.5,450,17.76,-0.25,19800,553.802207
400,160,1.45,100,5.05,200,15.26,0.25,3200,148.719329
400,200,1.78,300,7.42,100,2.84,-0.5,7200,173.3019837
700,350,2.37,700,56,350,16.39,1,16800,9793.783063
500,142.86,3.45,125,3.45,125,3.45,-0.5,16000,8.820483515
1000,1000,11.76,250,13.55,750,26.84,-0.25,40000,739.1331141
114.29,400,5.33,100,5.79,400,24.63,0.25,8000,956.2956599
300,75,12,150,12,150,12,0.25,5400,193.3817372
600,150,2.11,600,6,600,39.16,1,14400,2271.207292
600,240,4.44,300,5.21,600,32.53,0.5,4800,3115.438728
900,600,20,225,20,450,36,1,28800,594.519092
466.67,700,10.77,350,26.71,700,14.74,1,9800,1820.681742
500,500,2.33,125,2.33,250,16.32,1,17000,44.49982136
700,280,6.09,350,22.84,700,53.42,-1,25200,6806.192024
266.67,800,2.62,800,16.84,800,22.74,0.5,19200,3634.59524
500,333.33,1.75,375,20.33,500,14.21,-1,14000,2014.97345
600,600,7.06,450,36,450,34.34,1,12000,3883.756185
500,250,5.26,250,12.63,125,7.7,-0.75,10000,252.113854
700,175,28,525,32.33,175,28,-0.75,15400,6186.256951
600,600,2.55,300,24,150,10.34,-0.5,16800,815.4067883
266.67,800,4.85,400,8.42,800,40.42,-0.75,27200,5794.353263
700,175,2.55,350,24.13,350,28,-0.25,16800,1734.767153
120,300,8.57,150,11.45,150,12,0.75,3000,258.3312766
114.29,400,4.21,300,6.32,100,4.21,-0.75,7200,73.70144779
500,200,7.69,250,7.69,375,9.28,0.25,16000,120.6337452
900,600,7.2,225,9.71,675,34.11,-0.25,19800,1514.730262
100,300,3.53,75,3.53,150,10.89,-0.5,6000,53.00977786
500,200,2.44,500,21.58,500,6.84,0.5,18000,1085.41915
1000,400,11.76,500,12.37,750,11.76,0,30000,759.9383703
280,700,5.6,175,5.6,175,14,0.5,7000,110.8819638
114.29,400,5.33,400,20.21,300,8.53,0,12800,893.3856516
600,300,17.14,300,17.14,450,26.05,-0.75,22800,1166.420376
285.71,1000,13.33,250,16.32,750,26.84,-0.25,24000,1832.973947
400,133.33,1.4,100,1.4,200,9.37,1,7200,17.70170661
300,600,2.03,450,4.5,600,23.68,0.75,21600,532.1818405
1000,666.67,4.26,500,16.05,1000,17.37,0.75,14000,2271.585604
400,400,1.45,400,27.58,400,17.26,-0.5,13600,2938.072641
700,700,3.59,350,8.66,700,50.84,-0.75,25200,4934.334447
200,800,2.91,400,32,800,58.11,0.25,27200,7806.529173
225,900,5.81,450,24.39,675,21.67,-0.75,36000,1764.263045
800,800,3.14,400,11.37,600,48,-0.25,19200,3744.006902
800,400,3.27,200,6.42,600,30.32,0.5,11200,1008.789452
466.67,700,2.3,700,56,700,7,-0.5,19600,19007.04336
300,100,1.54,75,4.62,75,3.79,0.75,1800,25.20852334
600,600,1.97,150,5.92,150,2.61,0.25,18000,12.62090117
300,120,5.45,225,5.57,300,8.53,1,4200,194.2272093
150,300,1.05,75,5.17,75,1.3,1,1200,54.21497059
100,400,1.78,300,19.58,300,14.05,1,5600,1041.650684
400,114.29,7.27,200,10.11,200,12.32,0,16000,94.67313585
142.86,500,2.33,375,6.51,500,6.84,-0.75,13000,462.2027383
800,200,8.42,800,58.11,800,10.95,0.25,4800,187144.8573
600,400,17.14,150,17.14,600,43.58,-1,3600,9873.544718
800,266.67,3.4,400,18.74,200,16,-0.25,14400,1726.415278
400,100,8.89,300,19.58,200,8.89,0.5,6400,1017.499688
250,1000,18.18,250,18.18,500,40,1,16000,1350.399735
171.43,600,3.87,300,21.79,150,3.87,0.25,7200,1124.990923
400,400,1.51,300,22.89,300,24,0.5,12000,848.2925067
400,266.67,2.29,300,19.58,300,3,1,3200,2976.368007
400,266.67,11.43,400,21.68,200,11.43,0,4000,9145.888672
280,700,10.77,175,10.77,525,24.59,-0.25,26600,696.0168237
400,400,8.89,100,8.89,200,8.89,0,3200,182.6749938
600,400,2.35,300,20.68,150,5.92,0.75,20400,226.8715018
225,900,4.39,450,24.39,675,24.16,0.5,23400,1521.731287
300,75,2.61,225,5.57,150,3.71,1,12000,19.24848348
225,900,5.14,450,29.37,225,10.54,-1,10800,1586.063889
666.67,1000,13.33,1000,21.05,250,18.16,0.25,12000,24670.51852
400,200,1.86,200,10.84,300,21.79,0.5,10400,318.1736269
1000,400,3.28,750,21.32,500,30.79,-0.5,28000,6077.58994
300,100,1.46,300,17.37,150,5.92,-0.25,12000,539.856587
800,320,3.9,800,8,400,12.84,-1,6400,8265.172246
500,500,3.7,250,9.87,500,19.74,0.5,14000,392.1149669
350,700,6.09,350,24.13,525,20.72,-0.5,18200,1693.491742
500,125,3.23,125,5.39,375,23.09,-0.5,13000,409.2507241
200,800,3.4,200,4.21,400,26.11,-0.5,16000,799.4663414
400,400,3.81,400,14.32,300,8.53,0.5,4800,3558.966554
800,228.57,4.85,600,10.42,800,28.63,-0.5,17600,4425.629708
150,600,5.71,150,8.13,450,19.42,0.25,19200,325.7259608
900,360,6.21,900,58.74,225,10.54,0.25,30600,13966.73819
1000,1000,22.22,1000,28.42,750,26.84,-0.25,32000,12660.95913
150,600,2.03,300,8.53,450,29.37,-1,20400,1565.648977
1000,1000,11.76,1000,46.84,750,11.76,-0.75,24000,19955.44165
240,600,4.14,450,31.03,300,19.58,0,8400,5833.964059
500,250,3.23,125,6.32,375,16.18,-1,20000,157.9972961
200,500,2.7,250,8.95,375,25.86,1,13000,407.0742591
400,400,1.57,300,5.21,200,14.53,-0.75,7200,635.6648125
250,500,2.44,500,21.58,125,5.39,0,10000,2714.047144
600,900,8.57,900,35.53,450,31.03,-0.75,28800,8775.175813
533.33,800,14.55,200,14.55,400,14.55,-0.25,9600,649.1198739
120,300,1.18,75,5.45,300,20.68,0,8400,425.5633871
360,900,4.62,450,14.45,225,16.34,-0.25,9000,2946.386801
600,200,3.43,300,4.11,600,6,-0.75,21600,108.1545095
266.67,400,1.7,300,19.58,100,8,-0.25,2400,5885.847437
500,200,2.7,125,2.7,375,12.04,-0.75,4000,229.7525603
533.33,800,4.85,800,46.32,800,16.84,-1,24000,13255.9817
400,600,3.87,450,4.5,450,11.13,0.25,18000,231.4463913
400,200,1.51,100,4.68,300,17.37,1,13600,92.50094664
700,350,7.37,350,16.39,525,34.26,-0.75,12600,3787.224161
400,160,1.95,200,10.11,100,3.21,1,3200,347.6336836
1000,1000,5.71,250,5.71,500,6.84,0.75,18000,75.1024713
166.67,500,1.96,375,17.57,125,8.62,-0.25,17000,491.5206621
800,320,3.02,600,41.37,400,15.79,0.5,28800,2894.911871
500,200,1.96,500,32.63,375,13.42,-1,12000,4108.915638
250,500,4.76,125,5.86,375,9.28,0.5,16000,42.41623177
900,225,16.36,900,42.16,450,27.71,0,32400,10109.57122
400,200,1.78,100,7.63,400,5.47,0,5600,53.56776272
700,466.67,28,175,28,175,28,-0.75,5600,3190.619942
300,100,1.28,75,5.72,150,3.71,0.75,3000,16.39319611
600,600,2.35,450,6.16,600,32.53,0.75,4800,4434.557831
700,700,4.52,700,17.32,175,14,-0.25,26600,2075.796815
1000,500,4.88,1000,50.53,1000,50.53,0.25,36000,17959.54213
800,800,3.9,800,64,200,14.53,0.75,9600,57766.46814
266.67,800,5.16,400,32,200,5.16,1,6400,4425.510108
600,400,4.8,150,12,150,4.8,0,21600,31.91635145
600,240,2.11,300,20.68,450,14.45,1,8400,885.7039793
360,900,3.83,900,68.68,675,49.03,0.25,25200,25518.44299
120,300,5.45,150,11.45,300,7.42,0,9600,108.280787
1000,1000,13.33,250,13.33,750,60,-1,30000,6513.472404
466.67,700,12.73,700,17.32,175,12.73,0.25,5600,21100.59869
1000,285.71,3.77,1000,54.21,500,34.47,1,38000,7821.761866
200,600,1.97,300,17.37,450,27.71,0,15600,1220.534671
600,900,20,225,20,675,20,0.5,28800,567.6042842
700,175,3.26,175,10.78,175,8.2,0.75,15400,40.55811432
100,300,6.67,75,6.67,300,11.84,0.75,3600,136.9174955
257.14,900,3.16,450,12.79,675,14.21,1,5400,4485.935507
114.29,400,2.42,400,9.89,300,18.47,-0.75,12000,797.0124261
600,200,2.55,450,21.08,150,2.61,-1,22800,615.0380986
200,700,3.59,350,16.39,700,27.63,-0.25,8400,5940.940507
400,133.33,1.4,100,1.74,100,2.11,-1,6400,6.793061819
600,240,10.91,300,19.58,450,32.68,1,6000,2482.534033
1000,285.71,8,250,14.47,750,40.66,1,14000,2312.852184
800,800,3.56,600,43.58,600,6,1,24000,3378.584538
280,700,7.37,525,30.39,175,8.2,0.5,16800,2151.752463
300,85.71,1.94,150,10.89,75,3.51,0,6600,90.74988324
100,300,2.4,150,11.45,225,5.57,0.25,9000,65.4308035
360,900,9.47,225,9.47,675,46.54,-0.5,9000,8668.416582
500,166.67,5.88,125,5.88,125,5.88,0,14000,17.87563906
300,120,3.53,150,3.53,75,5.17,0,9600,14.65025338
240,600,2.55,150,6.47,300,8.53,0,15600,40.89141564
600,900,7.2,225,7.2,450,7.82,-0.75,12600,283.2108594
240,600,2.18,150,10.89,450,27.71,-0.5,24000,807.9267713
533.33,800,12.31,200,15.26,600,12.63,-0.75,17600,467.4379917
300,600,2.79,600,48,600,6,0.25,24000,4870.192259
280,700,3.26,350,9.95,350,26.71,0.75,7000,1296.170441
300,200,1.09,150,11.45,225,4.74,-1,6000,211.0882057
666.67,1000,4.08,1000,21.05,500,27.11,0.75,18000,10346.08749
266.67,800,17.78,800,64,600,36.95,-0.25,9600,71618.76928
700,280,9.33,175,9.33,525,16.86,-0.25,18200,289.1465121
600,300,9.23,600,39.16,600,9.23,0.75,4800,33326.6686
240,600,10.91,600,10.91,300,10.91,-1,9600,1399.822675
160,400,3.2,400,11.37,400,18.74,-0.25,6400,2352.634564
200,700,3.78,175,12.07,175,12.07,-1,19600,93.81131328
900,450,10.59,900,55.42,900,62.05,-0.5,16200,85209.54581
1000,285.71,8.7,250,16.32,250,10.79,0.5,22000,155.8307891
100,400,1.86,100,2.11,100,1.86,0.75,9600,1.430525894
400,800,2.81,600,6,600,25.89,-0.5,19200,1908.241257
400,1000,22.22,750,48.95,750,54.47,0,14000,34825.40987
1000,400,11.76,500,11.76,750,24.08,0.25,26000,1280.359454
700,200,6.67,700,30.21,175,6.67,1,15400,3243.167476
600,150,3.87,150,8.68,600,25.89,1,22800,508.4504114
150,600,2.55,300,16.26,300,15.16,0.25,21600,240.2427657
225,900,2.95,675,14.21,675,41.57,0,34200,3087.504644
300,300,2.61,75,2.61,75,2.96,0.25,10800,1.637780797
300,300,2.22,75,2.22,150,8.68,0.5,7800,11.63609246
333.33,500,1.96,375,27.24,125,6.78,0.5,19000,690.7188249
600,150,4.8,300,16.26,150,4.82,-0.5,8400,1115.391801
900,900,10.59,450,10.59,450,36,-1,28800,1878.759154
600,200,2.93,150,8.68,450,6.16,0.75,18000,29.54102859
700,700,10.77,525,38.13,700,12.16,0.25,21000,3793.584557
700,350,7.37,350,17.68,175,7.37,-1,16800,328.8250193
1000,285.71,8,250,16.32,500,8,1,10000,410.3266867
500,500,6.67,375,30,375,17.57,0,11000,3074.784723
360,900,7.2,225,13.03,900,55.42,-0.5,30600,10426.1746
320,800,2.71,200,5.68,800,34.53,-0.5,25600,3388.80289
142.86,500,1.69,250,17.24,250,2.5,0.25,3000,2138.048313
400,114.29,3.48,100,3.95,300,14.05,0,12000,91.75350955
500,200,1.69,500,10.53,125,6.32,0,20000,440.1578942
900,900,3.27,900,28.89,450,17.76,1,34200,3318.341573
900,360,6.67,450,12.79,225,6.67,0.25,18000,691.150056
300,200,1.46,225,9.71,75,3.24,0.25,2400,1175.887004
700,200,2.37,350,25.42,525,40.07,0.5,28000,1433.179673
280,700,20,525,38.13,350,25.42,0.25,28000,2245.789639
800,228.57,3.9,600,10.42,200,11.58,-0.5,11200,2474.87896
100,400,11.43,200,11.43,200,13.79,-0.5,5600,499.8141614
900,300,12,675,12,900,48.79,0,34200,5420.565013
114.29,400,3.48,400,21.68,400,24.63,0.5,14400,1162.981236
500,142.86,11.11,250,12.63,250,16.32,-0.25,18000,272.4662812
240,600,2.11,300,24,450,4.5,-1,10800,1483.403636
1000,285.71,3.92,500,17.89,500,25.26,0.5,8000,6046.558285
200,400,7.27,400,27.58,400,8.42,-0.25,3200,16879.95378
1000,666.67,3.39,250,16.32,1000,21.05,0.25,12000,1180.520442
800,800,3.4,400,12.84,400,4,-0.75,8000,3154.762481
300,85.71,1.02,225,6.39,225,16.34,-0.25,10800,201.5859583
400,160,2.16,400,12.84,100,6.53,0.5,13600,338.2698704
300,75,2.4,75,2.41,150,3.71,0.5,1200,39.11889802
700,200,5.6,175,13.36,525,32.33,0.5,21000,810.556258
160,400,3.81,100,3.81,400,15.79,0.75,16000,138.9102331
142.86,500,1.82,125,10,125,1.82,-0.5,19000,16.69692955
800,228.57,6.96,200,12.32,400,8.42,0.5,3200,1288.900003
500,500,1.89,250,8.03,500,10.53,-0.25,13000,254.8247236
800,320,3.02,800,16.84,400,30.53,-0.5,32000,3811.824835
360,900,3.67,675,14.21,225,7.22,-0.25,28800,887.2973544
300,85.71,5.45,300,10.74,225,5.45,0.75,5400,392.3381833
600,240,2.35,150,7.58,150,7.58,0.25,15600,24.59064495
800,320,5.52,600,41.37,200,7.16,1,22400,2718.056989
600,900,2.95,900,15.63,450,27.71,0.5,10800,15329.25295
900,450,12,900,58.74,450,24.39,-0.5,7200,133821.382
500,200,2.22,500,32.63,375,24.47,-0.75,11000,8552.152783
800,800,8.42,200,11.58,400,8.42,-0.25,1600,11201.07969
400,160,1.95,100,7.26,400,14.32,0.5,11200,127.5958929
200,500,5.26,250,10.79,500,5.26,0.5,17000,103.7413744
600,150,3.08,600,17.05,450,27.71,-1,18000,3645.353721
800,228.57,3.56,200,11.58,600,25.89,0,14400,826.5529721
900,257.14,6.67,675,39.08,675,29.13,1,27000,3478.252572
333.33,1000,28.57,500,28.57,500,28.57,0.75,38000,1153.630397
500,333.33,2.22,125,2.63,125,8.62,-0.25,7000,31.09924988
900,360,7.2,450,7.2,900,9,-1,16200,1448.343344
800,200,8.42,400,20.21,800,19.79,1,4800,7832.004022
240,600,8,300,8.53,150,8,-1,20400,86.19852708
800,266.67,3.02,800,61.05,600,48,1,25600,10538.25873
800,400,2.81,200,4.95,200,9.37,0.25,1600,2557.350823
533.33,800,6.96,800,16.84,800,52.21,0.5,11200,16907.03946
700,200,9.33,525,18.79,350,21.55,0,26600,1165.506365
150,300,1.33,300,14.05,150,1.5,-0.5,6000,527.1441518
300,200,1.46,225,6.39,225,4.74,0.25,11400,54.57362863
1000,500,3.92,500,12.37,750,48.95,0.75,34000,2381.439138
400,100,2.29,300,6.32,400,15.79,-0.25,9600,545.8254434
400,400,1.4,300,3,400,5.47,0,9600,132.9480583
100,300,1.18,300,8.53,300,18.47,0,10800,419.3312147
150,300,1.82,75,1.82,150,9.79,-0.25,3000,46.36410741
900,360,13.85,225,13.85,900,38.84,0.5,14400,3236.258974
150,600,4.44,300,17.37,450,29.37,0.5,19200,841.99138
600,150,2.67,600,6,450,17.76,-0.75,13200,2400.019913
400,114.29,2.42,200,4.21,300,21.79,0,16000,239.6120974
600,400,3.08,450,29.37,300,4.11,1,3600,16168.85542
900,300,5.14,900,72,450,31.03,-0.75,27000,41201.0922
533.33,800,10.67,200,10.67,400,24.63,-0.75,9600,1056.300551
1000,666.67,3.28,500,6.84,500,14.21,1,6000,3513.383833
300,200,4.62,300,18.47,75,4.62,1,9000,365.0758863
150,300,1.28,75,1.86,75,5.45,0.25,4200,4.923536402
200,600,9.23,300,20.68,450,19.42,0.25,7200,1944.339575
400,114.29,1.63,100,6.53,400,24.63,0.25,13600,462.2095292
300,200,1.28,150,7.03,225,17.17,-0.5,6600,261.2626406
240,600,2.55,300,15.16,150,3.16,0.5,13200,257.6066834
500,500,2.44,125,4.01,375,10.66,0.75,10000,44.86769124
1000,333.33,4.65,250,8.03,250,15.39,-1,36000,113.4710078
266.67,800,22.86,200,22.86,600,36.95,0.75,24000,1406.973756
400,133.33,1.36,200,10.11,300,8.53,0.75,2400,854.8661898
900,900,4,450,22.74,900,12.32,0.75,16200,1767.565834
114.29,400,1.95,300,14.05,400,27.58,-1,14400,1817.876336
266.67,400,4.21,100,6.89,100,8,0.25,13600,10.31276858
300,100,1.82,150,7.58,75,3.24,1,1200,500.5242573
400,400,1.86,300,15.16,200,2,-0.75,13600,253.0820132
533.33,800,32,800,40.42,600,34.74,-0.25,27200,11767.13055
350,700,9.33,350,21.55,175,9.33,-0.5,1400,28151.15962
700,200,7.37,700,35.37,350,28,-0.25,21000,9082.907283
450,900,13.85,450,13.85,225,13.85,1,23400,369.7365926
400,100,2.42,300,22.89,300,3,0,7200,1619.028894
1000,1000,9.52,500,27.11,750,21.32,0,24000,2812.170167
500,1000,28.57,500,28.57,1000,50.53,-0.75,38000,10688.98599
466.67,700,3.78,700,19.89,350,18.97,-0.5,8400,14656.20352
400,266.67,8.89,400,17.26,300,18.47,0.5,9600,1288.688508
500,500,2.86,500,6.84,125,7.7,-0.75,8000,263.8724827
100,400,1.78,100,1.78,300,4.11,0.75,13600,5.307490674
233.33,700,3.59,350,17.68,350,12.53,-1,21000,621.7628366
600,400,5.22,300,14.05,300,17.37,0.25,16800,357.9533824
200,300,2.07,75,4.62,150,10.34,0.25,4800,31.7396282
250,1000,3.92,500,12.37,250,4.34,0.25,20000,509.3693758
200,400,1.78,200,16,100,4.68,-0.5,15200,138.275019
400,133.33,1.86,400,29.05,100,4.68,1,15200,770.3175414
400,160,1.31,400,8.42,300,14.05,0.5,14400,272.2176092
500,500,3.03,250,13.55,250,12.63,0.5,20000,119.5858953
800,800,5.93,800,28.63,600,17.05,1,16000,8360.427639
280,700,8.24,700,56,525,12.99,0,15400,17796.44747
500,1000,10.53,250,10.79,1000,61.58,-1,36000,15148.29664
360,900,6.21,225,16.34,450,6.21,0.25,3600,2335.743936
333.33,1000,11.76,500,16.05,500,11.76,0.75,16000,1159.02794
600,200,3.43,300,18.47,150,3.43,0.75,12000,357.7265453
300,900,7.2,225,13.03,450,11.13,0.75,14400,172.5029237
700,466.67,15.56,350,20.26,525,15.56,-0.5,12600,2452.520509
600,300,2.93,150,12,450,4.5,0,12000,83.88963719
250,500,2.33,125,4.47,250,19.08,0.25,14000,124.7920511
400,200,3.81,200,4.95,100,6.16,-1,7200,41.44954732
900,257.14,7.83,450,27.71,450,12.79,-0.25,34200,1190.492026
600,600,2.26,600,14.84,150,7.03,0,22800,1170.747413
160,400,5.33,100,6.16,300,7.42,-0.5,9600,58.14169296
466.67,700,2.98,700,43.11,700,17.32,0.5,25200,5490.278722
900,900,5.81,900,45.47,225,7.22,0.75,36000,5956.896429
240,600,2.79,150,11.45,300,7.42,-0.25,10800,99.14403093
700,700,5.6,525,11.05,700,9.58,1,14000,1097.297951
360,900,4,900,52.11,675,19.18,0,10800,58274.11817
285.71,1000,9.52,1000,72.63,500,27.11,-0.25,38000,22793.48778
500,1000,3.51,250,15.39,500,10.53,-1,10000,1276.868356
700,466.67,3.11,525,34.26,700,45.68,0.75,21000,4466.915387
300,100,1.62,300,14.05,225,8.05,0.5,11400,247.4525759
1000,250,4.08,500,34.47,250,5.26,0,40000,1303.525188
